price,formation_time,breakout_time,retest_time,type,status,m5_retest_time,m5_open,m5_high,m5_low,m5_close
6091.5,2025-02-12 16:00:00,2025-02-21 19:00:00,2025-02-23 23:00:00,LLPB,retested,2025-02-23 23:00:00,6092.25,6094.5,6085.5,6091.25
6097.0,2025-02-21 18:00:00,2025-02-21 19:00:00,2025-02-23 23:00:00,LLPB,retested,2025-02-23 23:05:00,6091.0,6099.0,6090.0,6098.0
6105.5,2025-02-24 01:00:00,2025-02-24 02:00:00,2025-02-24 07:00:00,LHPB,retested,2025-02-24 07:20:00,6106.5,6107.0,6104.25,6104.75
6075.0,2025-02-24 19:00:00,2025-02-24 20:00:00,2025-02-26 16:00:00,LLPB,retested,2025-02-26 16:10:00,6073.25,6075.25,6071.5,6073.75
6060.0,2025-02-25 04:00:00,2025-02-25 06:00:00,2025-02-25 13:00:00,LLPB,retested,2025-02-25 13:20:00,6056.75,6060.25,6055.75,6057.0
6060.5,2025-02-25 05:00:00,2025-02-25 06:00:00,2025-02-25 13:00:00,LLPB,retested,2025-02-25 13:25:00,6057.0,6061.5,6055.25,6061.5
6045.5,2025-02-25 12:00:00,2025-02-25 14:00:00,2025-02-25 20:00:00,LLPB,retested,2025-02-25 20:20:00,6036.75,6047.0,6035.5,6046.0
6052.0,2025-02-25 13:00:00,2025-02-25 14:00:00,2025-02-26 09:00:00,LLPB,retested,2025-02-26 09:15:00,6049.5,6053.5,6049.25,6053.25
6051.5,2025-02-26 15:00:00,2025-02-26 17:00:00,2025-02-27 07:00:00,LLPB,retested,2025-02-27 07:15:00,6047.5,6053.0,6047.5,6050.75
6057.5,2025-02-26 16:00:00,2025-02-26 17:00:00,2025-02-27 09:00:00,LLPB,retested,2025-02-27 09:40:00,6056.75,6058.0,6055.0,6056.0
6037.75,2025-02-26 18:00:00,2025-02-26 21:00:00,2025-02-27 05:00:00,LHPB,retested,2025-02-27 05:40:00,6035.5,6040.75,6035.5,6040.75
6035.25,2025-02-26 23:00:00,2025-02-27 05:00:00,2025-02-27 13:00:00,LHPB,retested,2025-02-27 13:50:00,6039.25,6042.75,6029.0,6031.0
6033.75,2025-02-27 00:00:00,2025-02-27 05:00:00,2025-02-27 13:00:00,LHPB,retested,2025-02-27 13:50:00,6039.25,6042.75,6029.0,6031.0
6033.25,2025-02-27 02:00:00,2025-02-27 05:00:00,2025-02-27 13:00:00,LHPB,retested,2025-02-27 13:50:00,6039.25,6042.75,6029.0,6031.0
6031.5,2025-02-27 03:00:00,2025-02-27 05:00:00,2025-02-27 13:00:00,LHPB,retested,2025-02-27 13:50:00,6039.25,6042.75,6029.0,6031.0
6026.25,2025-02-27 04:00:00,2025-02-27 05:00:00,2025-02-27 14:00:00,LHPB,retested,2025-02-27 14:50:00,6033.5,6035.75,6015.0,6016.0
5975.5,2025-02-25 16:00:00,2025-02-27 19:00:00,2025-02-28 20:00:00,LLPB,retested,2025-02-28 20:40:00,5965.75,5976.75,5965.0,5973.5
5983.0,2025-02-27 15:00:00,2025-02-27 19:00:00,2025-02-28 20:00:00,LLPB,retested,2025-02-28 20:50:00,5981.5,6001.0,5980.5,6000.5
5991.5,2025-02-27 17:00:00,2025-02-27 19:00:00,2025-02-28 20:00:00,LLPB,retested,2025-02-28 20:50:00,5981.5,6001.0,5980.5,6000.5
6011.0,2025-02-27 18:00:00,2025-02-27 19:00:00,2025-02-28 20:00:00,LLPB,retested,2025-02-28 20:55:00,6000.75,6022.5,6000.75,6015.5
5943.0,2025-01-15 11:00:00,2025-02-27 20:00:00,2025-02-28 08:00:00,LLPB,retested,2025-02-28 08:20:00,5937.75,5943.75,5937.25,5942.25
5949.25,2025-01-15 12:00:00,2025-02-27 20:00:00,2025-02-28 10:00:00,LLPB,retested,2025-02-28 10:40:00,5947.75,5949.25,5947.5,5949.25
5951.5,2025-01-15 13:00:00,2025-02-27 20:00:00,2025-02-28 11:00:00,LLPB,retested,2025-02-28 11:40:00,5948.5,5952.0,5948.25,5950.0
5960.75,2025-02-27 19:00:00,2025-02-27 20:00:00,2025-02-28 15:00:00,LLPB,retested,2025-02-28 15:30:00,5958.75,5962.25,5954.75,5959.0
5937.75,2025-02-28 07:00:00,2025-02-28 08:00:00,2025-02-28 12:00:00,LHPB,retested,2025-02-28 12:05:00,5941.25,5942.0,5936.75,5941.75
5940.5,2025-02-28 18:00:00,2025-02-28 19:00:00,2025-03-03 19:00:00,LHPB,retested,2025-03-03 19:50:00,5960.5,5964.5,5934.75,5942.75
5971.25,2025-02-27 20:00:00,2025-02-28 20:00:00,2025-03-03 18:00:00,LHPB,retested,2025-03-03 18:10:00,5974.25,5975.5,5965.75,5967.75
5965.75,2025-02-28 16:00:00,2025-02-28 20:00:00,2025-03-03 18:00:00,LHPB,retested,2025-03-03 18:10:00,5974.25,5975.5,5965.75,5967.75
5958.5,2025-02-28 17:00:00,2025-02-28 20:00:00,2025-03-03 18:00:00,LHPB,retested,2025-03-03 18:25:00,5974.25,5974.5,5953.0,5955.75
5957.75,2025-02-28 19:00:00,2025-02-28 20:00:00,2025-03-03 18:00:00,LHPB,retested,2025-03-03 18:25:00,5974.25,5974.5,5953.0,5955.75
5934.0,2025-03-03 19:00:00,2025-03-03 20:00:00,2025-03-04 05:00:00,LLPB,retested,2025-03-04 05:05:00,5929.0,5935.5,5927.0,5928.75
5900.25,2025-03-04 10:00:00,2025-03-04 12:00:00,2025-03-04 19:00:00,LLPB,retested,2025-03-04 19:20:00,5890.5,5902.5,5889.5,5899.75
5900.5,2025-03-04 11:00:00,2025-03-04 12:00:00,2025-03-04 19:00:00,LLPB,retested,2025-03-04 19:20:00,5890.5,5902.5,5889.5,5899.75
5859.75,2024-11-05 01:00:00,2025-03-04 14:00:00,2025-03-04 18:00:00,LLPB,retested,2025-03-04 18:05:00,5841.75,5860.0,5840.0,5858.25
5860.5,2025-01-13 09:00:00,2025-03-04 14:00:00,2025-03-04 18:00:00,LLPB,retested,2025-03-04 18:10:00,5858.0,5874.0,5856.75,5870.5
5861.5,2025-01-13 10:00:00,2025-03-04 14:00:00,2025-03-04 18:00:00,LLPB,retested,2025-03-04 18:10:00,5858.0,5874.0,5856.75,5870.5
5863.25,2025-01-13 12:00:00,2025-03-04 14:00:00,2025-03-04 18:00:00,LLPB,retested,2025-03-04 18:10:00,5858.0,5874.0,5856.75,5870.5
5863.5,2025-03-04 13:00:00,2025-03-04 14:00:00,2025-03-04 18:00:00,LLPB,retested,2025-03-04 18:10:00,5858.0,5874.0,5856.75,5870.5
5868.75,2025-03-05 08:00:00,2025-03-05 11:00:00,2025-03-05 17:00:00,LLPB,retested,2025-03-05 17:50:00,5862.75,5878.5,5862.5,5872.5
